Index,Tag,Atag,Btag,pIC50_MMP12,smiles,A_SortMax,B_SortMax,Final QC Purity,Generation-No,AB-MPS Score,ALogP,Acid pKa 1,Acid pKa 2,Acid pKa 3,Asphericity (3D),Basic pKa 1,Basic pKa 2,Basic pKa 3,Cumulative Charge (7.4),Eccentricity (3D),Formal Charge,Fraction Aromatic,Fraction Csp3,Fraction NO Atoms,Fraction PSA,Fraction Planar,Fractional PolarSASA,Fractional PolarSurfaceArea,Hydrophilic Volume,Hydrophobic Volume,Hydrophobic surface,InertialShapeFactor (3D),Ionization Category (7.4),Ionized Formal Charge,Ionized Number of Negative Atoms,Ionized Number of Positive Atoms,Ionized SMILES,KOWlogP,MPO Score,MPO.PET Score,MPO.v2 Score,Molecular Weight,NPR1 (3D),NPR2 (3D),Neutral SMILES,Number of Acceptor Lone Pairs,Number of Aromatic Atoms,Number of AromaticBonds,Number of AromaticRings,Number of Bonds,Number of C Atoms,Number of Csp3 Atoms,Number of Donor Hydrogens,Number of HAcceptors,Number of HDonors,Number of Heavy Atoms,Number of Heteroatoms,Number of NO Atoms,Number of NonAromaticRings,Number of Planar Ring Atoms,Number of Ring Assemblies,Number of Rings,Number of RotatableBonds,Number of Stereocenters,Ovality,PAMPA Category,PAMPA Comments,PAMPA Predicted value,PBF (3D),PHOSPHOLIPIDOSIS Amphiphilic vector,PHOSPHOLIPIDOSIS Predicted InVitro,PHOSPHOLIPIDOSIS Predicted InVivo,PSA,PolarSASA,PolarSASA (3D),PolarSurfaceArea,Quantitative Estimate of Drug-Likeness (QED),Radius of Gyration,RadiusOfGyration (3D),Rotational Volume,SASA,SASA (3D),SpherocityIndex (3D),SurfaceArea,Total Charge (7.4),Total Surface,Total Volume,Volume (3D),"mlCYP1A2 (HLM,3c)","mlCYP1A2 (HLM,3c) Gdns","mlCYP2C19 (HLM,3c)","mlCYP2C19 (HLM,3c) Gdns","mlCYP2C9 (HLM,3c)","mlCYP2C9 (HLM,3c) Gdns","mlCYP2D6 (HLM,3c)","mlCYP2D6 (HLM,3c) Gdns","mlCYP3A4 (HLM,3c)","mlCYP3A4 (HLM,3c) Gdns","mlClearance (HEP,h3c)","mlClearance (HEP,h3c) Gdns","mlClearance (HEP,m3c)","mlClearance (HEP,m3c) Gdns","mlClearance (MIC,h3c)","mlClearance (MIC,h3c) Gdns","mlClearance (MIC,m3c)","mlClearance (MIC,m3c) Gdns",mlCytotox (HEK293),mlCytotox (HEK293) Uncert,mlGSH (2c),mlGSH (2c) Gdns,mlHERG (2c),mlHERG (2c) Gdns,mlHERG (3c),mlHERG (3c) Gdns,mlLogD,mlLogD Gdns,mlMNT (2c),mlMNT (2c) Gdns,mlPAMPA (2c),mlPAMPA (2c) Gdns,"mlPGP (APER,mouse)","mlPGP (APER,mouse) Gdns",mlPGP (Papp AB),mlPGP (Papp AB) Gdns,mlPGP (h2c),mlPGP (h2c) Gdns,mlPGP (h4c),mlPGP (h4c) Gdns,mlPGP (m2c),mlPGP (m2c) Gdns,mlPGP (m4c),mlPGP (m4c) Gdns,mlPL (2c),mlPL (2c) Gdns,mlPPB (h3c),mlPPB (h3c) Gdns,mlPPB (human),mlPPB (human) Gdns,mlPPB (m3c),mlPPB (m3c) Gdns,mlPPB (mouse),mlPPB (mouse) Gdns,mlPPB (rat),mlPPB (rat) Gdns,mlPS (h3c),mlPS (h3c) Gdns,mlPS (m3c),mlPS (m3c) Gdns,"mlPapp (PGP,3c)","mlPapp (PGP,3c) Gdns","mlPapp (PGP,m3c)","mlPapp (PGP,m3c) Gdns",mlPhototox (2c),mlPhototox (2c) Gdns,mlSolubility (3c),mlSolubility (3c) Gdns,
244,A05B44,A05,B44,5,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(F)cc2C)C(=O)O,6,28,93,,12.84,3.59,3.87,,,0.7,,,,1,0.99,0,0.44,0.22,0.19,0.19,0.44,0.3,0.29,42.15,293.18,303.02,0,Acidic,-1,1,0,CCSCC[C@H](NS(=O)(=O)c1ccc(-c2ccc(F)cc2C)cc1)C(=O)[O-],4.09,3.93,2.34,3.43,411.51,0.11,0.95,CCSCC[C@@H](C(O)=O)NS(c1ccc(c2c(C)cc(F)cc2)cc1)(=O)=O,5,12,12,2,28,19,6,2,5,2,27,8,5,0,12,2,2,9,1,1.6,low,-,0.55,0.72,NULL,NEGATIVE,NEGATIVE,71.05,188.94,192.54,117.15,0.61,4.75,4.8,,627.06,613.49,0.1,406.97,-1,374.07,335.32,308.69,low (<= 5/50%),best,low (<= 5/50%),fair,low (<= 5/50%),poor,low (<= 5/50%),best,low (<= 5/50%),best,low (< 3.7),fair,low (< 5.6),poor,low (< 12),fair,low (< 17.8),good,4.31,0.44,no flag,fair,inactive (<= 5),best,weak (<= 5),best,1.16,fair,neg,fair,med2high,good,0.19,fair,1.23,poor,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,low (2-4),poor,neg,best,high (>= 2),fair,2.13,good,high (>= 2),poor,2.03,good,2.18,fair,high  (>= 80),good,high  (>= 80),good,low (<= 50),fair,low (<= 50),best,neg,good,high (>= 150 ug/ml),good,
245,A05B45,A05,B45,Not Made,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(F)c(C=O)c2)C(=O)O,6,30,89,,14.56,2.87,3.87,,,0.7,,,,1,0.99,0,0.43,0.18,0.21,0.22,0.43,0.34,0.33,50.41,290.47,295.92,0,Acidic,-1,1,0,CCSCC[C@H](NS(=O)(=O)c1ccc(-c2ccc(F)c(C=O)c2)cc1)C(=O)[O-],3.26,4.03,2.94,3.53,425.49,0.11,0.95,CCSCC[C@@H](C(O)=O)NS(c1ccc(c2cc(C=O)c(F)cc2)cc1)(=O)=O,6,12,12,2,29,19,5,2,6,2,28,9,6,0,12,2,2,10,1,1.61,low,-,0.48,0.76,NULL,NEGATIVE,NEGATIVE,85.07,215.78,237.8,134.21,0.44,4.98,5.06,,635.19,632.45,0.1,410.86,-1,380.99,340.88,306.64,low (<= 5/50%),best,low (<= 5/50%),good,low (<= 5/50%),poor,low (<= 5/50%),best,low (<= 5/50%),best,low (< 3.7),good,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),best,4.22,0.37,no flag,fair,inactive (<= 5),best,weak (<= 5),best,0.44,fair,neg,fair,med2high,poor,0.21,fair,1.23,poor,low (<= 3),poor,medium (4-10),poor,low (<= 3),poor,no (<= 2),poor,neg,best,high (>= 2),poor,2.05,good,high (>= 2),poor,1.96,fair,2.17,good,high  (>= 80),good,high  (>= 80),poor,low (<= 50),good,low (<= 50),best,neg,good,high (>= 150 ug/ml),best,
246,A05B46,A05,B46,4.4,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(OC)c2F)C(=O)O,6,39,93,,14.37,3.09,3.87,,,0.7,,,,1,0.99,0,0.43,0.21,0.21,0.21,0.43,0.3,0.3,47.55,296.81,306.6,0,Acidic,-1,1,0,CCSCC[C@H](NS(=O)(=O)c1ccc(-c2cccc(OC)c2F)cc1)C(=O)[O-],3.62,3.97,2.76,3.47,427.51,0.12,0.97,CCSCC[C@@H](C(O)=O)NS(c1ccc(c2c(F)c(OC)ccc2)cc1)(=O)=O,6,12,12,2,29,19,6,2,6,2,28,9,6,0,12,2,2,10,1,1.62,low,-,0.51,0.85,NULL,NEGATIVE,NEGATIVE,79.42,194.97,213.32,126.38,0.56,4.87,4.88,,643.75,627.92,0.13,420.9,-1,386.03,344.36,319.33,low (<= 5/50%),best,low (<= 5/50%),fair,low (<= 5/50%),poor,low (<= 5/50%),best,low (<= 5/50%),best,low (< 3.7),fair,medium (5.6-30.5),poor,low (< 12),good,low (< 17.8),good,4.29,0.42,no flag,good,inactive (<= 5),good,weak (<= 5),best,0.63,fair,neg,good,med2high,poor,0.21,fair,1.17,poor,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),poor,neg,best,high (>= 2),poor,2.11,good,high (>= 2),poor,2.05,fair,2.14,poor,high  (>= 80),good,high  (>= 80),good,low (<= 50),good,low (<= 50),best,neg,good,high (>= 150 ug/ml),best,
247,A05B47,A05,B47,Assay Failed,CCOC(=O)c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCSCC)C(=O)O,6,31,91,,16.18,3.1,3.87,,,0.67,,,,1,0.99,0,0.4,0.23,0.23,0.22,0.4,0.32,0.32,55.81,317.06,326.23,0,Acidic,-1,1,0,CCOC(=O)c1cccc(-c2ccc(S(=O)(=O)N[C@@H](CCSCC)C(=O)[O-])cc2)c1,3.67,3.79,2.75,3.29,451.56,0.13,0.94,CCOC(c1cc(c2ccc(S(N[C@H](C(O)=O)CCSCC)(=O)=O)cc2)ccc1)=O,7,12,12,2,31,21,7,2,7,2,30,9,7,0,12,2,2,12,1,1.67,low,-,0.48,0.75,,,,93.19,221.81,240.88,143.44,0.37,5.32,5.34,,684.8,692.54,0.09,451.25,-1,419.42,372.87,337.16,low (<= 5/50%),best,low (<= 5/50%),good,low (<= 5/50%),fair,low (<= 5/50%),best,low (<= 5/50%),best,low (< 3.7),fair,low (< 5.6),poor,low (< 12),good,low (< 17.8),good,4.28,0.41,no flag,fair,inactive (<= 5),best,weak (<= 5),best,0.82,fair,neg,good,med2high,poor,0.23,poor,1.14,poor,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),poor,neg,best,high (>= 2),poor,2.13,good,medium (1-2),poor,1.99,fair,2.14,good,high  (>= 80),poor,medium  (40-80),poor,low (<= 50),best,low (<= 50),best,neg,good,high (>= 150 ug/ml),best,
248,A05B48,A05,B48,7,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(C)c(F)c2)C(=O)O,6,7,92,,12.88,3.59,3.87,,,0.69,,,,1,0.99,0,0.44,0.22,0.19,0.19,0.44,0.3,0.29,42.15,293.59,305.12,0,Acidic,-1,1,0,CCSCC[C@H](NS(=O)(=O)c1ccc(-c2ccc(C)c(F)c2)cc1)C(=O)[O-],4.09,3.93,2.34,3.43,411.51,0.12,0.95,CCSCC[C@@H](C(O)=O)NS(c1ccc(c2cc(F)c(C)cc2)cc1)(=O)=O,5,12,12,2,28,19,6,2,5,2,27,8,5,0,12,2,2,9,1,1.61,low,-,0.55,0.71,NULL,NEGATIVE,NEGATIVE,71.03,188.94,195.03,117.15,0.61,4.84,4.86,,627.06,619.35,0.1,406.97,-1,376.14,335.74,303.21,low (<= 5/50%),best,low (<= 5/50%),fair,low (<= 5/50%),poor,low (<= 5/50%),best,low (<= 5/50%),best,low (< 3.7),good,medium (5.6-30.5),poor,low (< 12),fair,low (< 17.8),good,4.35,0.45,no flag,fair,inactive (<= 5),good,weak (<= 5),best,1.12,fair,neg,fair,med2high,good,0.18,fair,1.24,poor,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),poor,neg,best,high (>= 2),fair,2.13,good,high (>= 2),poor,2,good,2.19,good,high  (>= 80),best,high  (>= 80),good,low (<= 50),fair,low (<= 50),best,neg,good,high (>= 150 ug/ml),good,
249,A05B49,A05,B49,4.5,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cc(F)cc(F)c2OC)C(=O)O,6,46,93,,14.22,3.3,3.87,,,0.67,,,,1,0.99,0,0.41,0.21,0.21,0.2,0.41,0.3,0.29,47.42,303.49,317.51,0,Acidic,-1,1,0,CCSCC[C@H](NS(=O)(=O)c1ccc(-c2cc(F)cc(F)c2OC)cc1)C(=O)[O-],3.82,3.74,2.59,3.24,445.5,0.13,0.91,CCSCC[C@@H](C(O)=O)NS(c1ccc(c2c(OC)c(F)cc(F)c2)cc1)(=O)=O,6,12,12,2,30,19,6,2,6,2,29,10,6,0,12,2,2,10,1,1.65,low,-,0.52,0.51,NULL,NEGATIVE,NEGATIVE,78.27,194.97,204.59,126.38,0.54,4.82,4.91,,652.85,638.16,0.06,431.87,-1,395.78,350.91,327.56,low (<= 5/50%),best,low (<= 5/50%),fair,low (<= 5/50%),poor,low (<= 5/50%),good,low (<= 5/50%),best,low (< 3.7),fair,low (< 5.6),poor,low (< 12),good,low (< 17.8),good,4.28,0.4,no flag,good,inactive (<= 5),good,weak (<= 5),best,0.78,fair,neg,good,med2high,fair,0.23,fair,1.2,poor,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),poor,neg,best,high (>= 2),poor,2.08,fair,high (>= 2),poor,2.1,good,2.16,poor,high  (>= 80),best,high  (>= 80),good,low (<= 50),good,low (<= 50),best,neg,good,high (>= 150 ug/ml),good,
250,A05B50,A05,B50,Not Made,CCSCC[C@H](NS(=O)(=O)c1ccc(cc1)c2c(F)ccc(C)c2Cl)C(=O)O,6,49,16,,12.52,4.26,3.87,,,0.64,,,,1,0.99,0,0.43,0.21,0.18,0.18,0.43,0.29,0.27,42.15,308.32,320.71,0,Acidic,-1,1,0,CCSCC[C@H](NS(=O)(=O)c1ccc(-c2c(F)ccc(C)c2Cl)cc1)C(=O)[O-],4.73,3.35,2,2.85,445.96,0.14,0.94,CCSCC[C@@H](C(O)=O)NS(c1ccc(c2c(Cl)c(C)ccc2F)cc1)(=O)=O,5,12,12,2,29,19,6,2,5,2,28,9,5,0,12,2,2,9,1,1.63,low,-,0.59,0.75,NULL,NEGATIVE,NEGATIVE,71.03,188.94,191.88,117.15,0.56,4.7,4.71,,648.46,632.95,0.11,427.64,-1,391.74,350.47,328.25,low (<= 5/50%),good,low (<= 5/50%),fair,low (<= 5/50%),poor,low (<= 5/50%),best,low (<= 5/50%),best,low (< 3.7),fair,low (< 5.6),poor,low (< 12),fair,low (< 17.8),good,4.33,0.45,no flag,fair,inactive (<= 5),best,weak (<= 5),best,1.48,fair,neg,good,med2high,good,0.25,fair,1.21,poor,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),poor,neg,best,high (>= 2),fair,2.26,good,high (>= 2),poor,2.18,good,2.28,fair,high  (>= 80),best,high  (>= 80),good,low (<= 50),good,low (<= 50),good,neg,good,high (>= 150 ug/ml),good,
251,A06B01,A06,B01,6.2,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2)C(=O)O,12,12,98,,15.23,2.17,3.63,11.98,,0.75,,,,1,1,0,0.43,0.21,0.25,0.25,0.43,0.32,0.3,59.01,278.59,284.03,0,Acidic,-1,1,0,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)[O-],2.22,3.85,3,3.02,404.48,0.09,0.96,CC(NCCCC[C@@H](C(O)=O)NS(c1ccc(c2ccccc2)cc1)(=O)=O)=O,7,12,12,2,29,20,6,3,5,3,28,8,7,0,12,2,2,10,1,1.63,low,-,0.36,0.66,NULL,NEGATIVE,NEGATIVE,97.11,202.31,216.33,120.95,0.52,5.29,5.13,,640.14,631.76,0.07,405,-1,381.14,337.61,305.26,low (<= 5/50%),best,low (<= 5/50%),fair,low (<= 5/50%),good,low (<= 5/50%),best,low (<= 5/50%),best,low (< 3.7),fair,low (< 5.6),poor,low (< 12),best,low (< 17.8),best,4.17,0.34,no flag,fair,inactive (<= 5),fair,weak (<= 5),best,-0.23,good,neg,fair,low,good,0.17,fair,1.15,fair,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),fair,neg,best,medium (1-2),poor,1.7,poor,medium (1-2),poor,1.63,fair,1.71,fair,high  (>= 80),best,high  (>= 80),fair,low (<= 50),best,low (<= 50),best,neg,best,high (>= 150 ug/ml),best,
252,A06B02,A06,B02,5.4,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(Br)cc2)C(=O)O,12,5,>98,Gen-7,14.64,2.92,3.63,11.98,,0.83,,,,1,1,0,0.41,0.21,0.24,0.24,0.41,0.3,0.28,59.01,297.63,306.09,0,Acidic,-1,1,0,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)C(=O)[O-],3.11,3.29,2.9,2.45,483.38,0.06,0.97,CC(NCCCC[C@@H](C(O)=O)NS(c1ccc(c2ccc(Br)cc2)cc1)(=O)=O)=O,7,12,12,2,30,20,6,3,5,3,29,9,7,0,12,2,2,10,1,1.66,low,-,0.4,0.65,NULL,NEGATIVE,NEGATIVE,97.2,202.31,214.68,120.95,0.45,5.5,6.04,,672.53,664.29,0.06,430.39,-1,403.29,356.65,328.59,low (<= 5/50%),best,low (<= 5/50%),fair,low (<= 5/50%),fair,low (<= 5/50%),best,low (<= 5/50%),best,low (< 3.7),fair,low (< 5.6),poor,low (< 12),best,low (< 17.8),good,4.21,0.35,no flag,good,inactive (<= 5),best,weak (<= 5),best,0.36,fair,neg,good,low,poor,0.22,poor,1.13,fair,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),poor,neg,best,high (>= 2),poor,2.03,good,high (>= 2),poor,1.88,good,2.05,good,high  (>= 80),best,high  (>= 80),good,low (<= 50),good,low (<= 50),best,neg,best,high (>= 150 ug/ml),best,
253,A06B03,A06,B03,5.1,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(c2)N(=O)=O)C(=O)O,12,16,>98,,16.27,2.06,3.63,11.98,,0.72,,,,1,0.99,0,0.39,0.19,0.32,0.34,0.39,0.41,0.38,86.45,274.83,273.31,0,Acidic,-1,2,1,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(-c2cccc([N+](=O)[O-])c2)cc1)C(=O)[O-],2.03,3.53,3,2.69,449.48,0.11,0.96,CC(NCCCC[C@@H](C(O)=O)NS(c1ccc(c2cc([N+]([O-])=O)ccc2)cc1)(=O)=O)=O,10,12,12,2,32,20,6,3,7,3,31,11,10,0,12,2,2,11,1,1.68,low,charges out of test range,formal charge,-0.31,0.78,,,,137.9,275.29,315.42,166.77,0.27,5.63,5.56,,667.02,683.51,0.09,442.88,-1,411.21,361.29,336.13,low (<= 5/50%),best,low (<= 5/50%),fair,low (<= 5/50%),good,low (<= 5/50%),best,low (<= 5/50%),best,low (< 3.7),fair,low (< 5.6),poor,low (< 12),best,low (< 17.8),best,4.13,0.27,no flag,poor,inactive (<= 5),good,weak (<= 5),best,-0.27,good,neg,good,low,good,0.19,fair,1.1,poor,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),fair,neg,best,medium (1-2),poor,1.66,fair,medium (1-2),poor,1.61,good,1.65,poor,high  (>= 80),fair,high  (>= 80),good,low (<= 50),best,low (<= 50),best,neg,good,high (>= 150 ug/ml),best
254,A06B04,A06,B04,7.2,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccc(C)cc2)C(=O)O,12,9,>98,,14.96,2.65,3.63,11.98,,0.77,,,,1,1,0,0.41,0.24,0.24,0.24,0.41,0.31,0.28,59.01,292.91,300.35,0,Acidic,-1,1,0,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(-c2ccc(C)cc2)cc1)C(=O)[O-],2.76,3.75,3,2.92,418.51,0.09,0.96,CC(NCCCC[C@@H](C(O)=O)NS(c1ccc(c2ccc(C)cc2)cc1)(=O)=O)=O,7,12,12,2,30,21,7,3,5,3,29,8,7,0,12,2,2,10,1,1.65,low,-,0.39,0.65,NULL,NEGATIVE,NEGATIVE,97.2,202.31,214.68,120.95,0.51,5.48,5.32,,659.64,654.74,0.06,426.44,-1,397.55,351.93,332.7,low (<= 5/50%),best,low (<= 5/50%),fair,low (<= 5/50%),good,low (<= 5/50%),best,low (<= 5/50%),best,low (< 3.7),fair,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),best,4.19,0.35,no flag,fair,inactive (<= 5),poor,weak (<= 5),best,0.04,fair,neg,good,low,fair,0.21,poor,1.11,fair,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),fair,neg,best,medium (1-2),poor,1.77,good,medium (1-2),poor,1.74,fair,1.8,fair,high  (>= 80),best,high  (>= 80),good,low (<= 50),best,low (<= 50),best,neg,best,high (>= 150 ug/ml),best,
255,A06B05,A06,B05,4.1,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3c4ccccc4oc23)C(=O)O,12,32,>98,,15.94,3.67,3.63,11.98,,0.7,,,,1,0.99,0,0.54,0.17,0.23,0.23,0.54,0.3,0.28,64.27,345.1,347.23,0,Acidic,-1,1,0,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(-c2cccc3c2oc2ccccc23)cc1)C(=O)[O-],3.94,2.87,2.27,2.04,494.56,0.11,0.97,CC(NCCCC[C@@H](C(O)=O)NS(c1ccc(c2c3c(c(c4o3)cccc4)ccc2)cc1)(=O)=O)=O,8,19,21,4,38,26,6,3,5,3,35,9,8,0,19,2,4,10,1,1.7,low,-,0.43,0.78,NULL,NEGATIVE,NEGATIVE,105.51,219.05,234.77,134.09,0.29,5.92,5.79,,729.76,727.97,0.1,475.65,-1,452.74,409.37,367,low (<= 5/50%),best,low (<= 5/50%),poor,low (<= 5/50%),poor,low (<= 5/50%),good,low (<= 5/50%),good,low (< 3.7),poor,high (> 30.5),poor,low (< 12),fair,low (< 17.8),fair,4.17,0.3,no flag,fair,inactive (<= 5),good,weak (<= 5),best,1.06,fair,neg,good,low,fair,0.4,poor,1.17,poor,high (> 3),poor,high (>10),poor,high (>3),poor,high (> 10),poor,neg,best,high (>= 2),good,2.2,best,high (>= 2),good,2.21,poor,2.22,good,high  (>= 80),fair,high  (>= 80),good,low (<= 50),good,low (<= 50),best,neg,poor,high (>= 150 ug/ml),fair,
256,A06B06,A06,B06,3.7,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc3Sc4ccccc4Sc23)C(=O)O,12,37,97,,14.29,4.57,3.63,11.98,,0.63,,,,1,0.99,0,0.5,0.17,0.19,0.2,0.56,0.33,0.34,59.01,382,379.07,0,Acidic,-1,1,0,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(-c2cccc3c2Sc2ccccc2S3)cc1)C(=O)[O-],5.05,2.38,1.99,1.55,542.69,0.14,0.94,CC(NCCCC[C@@H](C(O)=O)NS(c1ccc(c2c3c(Sc(c4S3)cccc4)ccc2)cc1)(=O)=O)=O,7,18,18,3,39,26,6,3,7,3,36,10,7,1,20,2,4,10,1,1.7,low,-,0.5,0.83,NULL,NEGATIVE,NEGATIVE,97.2,259.42,275.41,171.55,0.31,5.84,5.75,,775.41,754.6,0.11,508.31,-1,476.27,441.01,403.02,low (<= 5/50%),best,low (<= 5/50%),fair,medium (5-6/50-90%),poor,low (<= 5/50%),good,low (<= 5/50%),poor,medium (3.7-20),poor,medium (5.6-30.5),poor,low (< 12),fair,low (< 17.8),poor,4.28,0.43,no flag,fair,inactive (<= 5),good,weak (<= 5),best,1.71,fair,neg,best,low,poor,0.5,poor,1.17,poor,low (<= 3),poor,high (>10),poor,high (>3),poor,high (> 10),poor,neg,best,high (>= 2),best,2.35,fair,high (>= 2),good,2.33,fair,2.31,fair,high  (>= 80),good,high  (>= 80),good,low (<= 50),good,low (<= 50),best,neg,good,high (>= 150 ug/ml),poor,
257,A06B07,A06,B07,7.2,CSc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](CCCCNC(=O)C)C(=O)O,12,1,94,,15.8,2.71,3.63,11.98,,0.8,,,,1,1,0,0.4,0.23,0.23,0.23,0.4,0.33,0.32,59.01,314.81,322.89,0,Acidic,-1,1,0,CSc1ccc(-c2ccc(S(=O)(=O)N[C@@H](CCCCNC(C)=O)C(=O)[O-])cc2)cc1,2.82,3.52,3,2.69,450.57,0.07,0.97,CSc1ccc(c2ccc(S(N[C@H](C(O)=O)CCCCNC(=O)C)(=O)=O)cc2)cc1,7,12,12,2,31,21,7,3,6,3,30,9,7,0,12,2,2,11,1,1.67,low,-,0.39,0.66,,,,97.18,230.86,259.97,146.24,0.35,5.71,5.76,,690.3,681.68,0.06,453.05,-1,420.06,373.82,341.97,low (<= 5/50%),best,low (<= 5/50%),fair,low (<= 5/50%),fair,low (<= 5/50%),best,low (<= 5/50%),best,low (< 3.7),fair,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),good,4.21,0.35,no flag,fair,inactive (<= 5),poor,weak (<= 5),best,0.2,fair,neg,good,low,fair,0.25,poor,1.13,fair,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),poor,neg,best,medium (1-2),poor,1.98,poor,high (>= 2),poor,1.84,good,2,fair,high  (>= 80),best,high  (>= 80),good,low (<= 50),best,low (<= 50),best,neg,best,high (>= 150 ug/ml),best,
258,A06B08,A06,B08,4.7,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2cccc(c2)C(F)(F)F)C(=O)O,12,33,97,,15.44,3.11,3.63,11.98,,0.71,,,,1,0.99,0,0.38,0.22,0.22,0.23,0.38,0.3,0.27,59.01,311.56,325.17,0,Acidic,-1,1,0,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(-c2cccc(C(F)(F)F)c2)cc1)C(=O)[O-],3.18,3.31,2.74,2.48,472.48,0.11,0.96,CC(NCCCC[C@@H](C(O)=O)NS(c1ccc(c2cc(C(F)(F)F)ccc2)cc1)(=O)=O)=O,7,12,12,2,33,21,7,3,5,3,32,11,7,0,12,2,2,11,1,1.69,low,-,0.41,0.77,NULL,NEGATIVE,NEGATIVE,97.18,202.31,214.86,120.95,0.43,5.71,5.69,,681.16,697.84,0.09,453.87,-1,422.35,370.58,345.74,low (<= 5/50%),best,low (<= 5/50%),fair,low (<= 5/50%),fair,low (<= 5/50%),good,low (<= 5/50%),best,low (< 3.7),fair,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),best,4.2,0.35,no flag,good,inactive (<= 5),good,weak (<= 5),best,0.56,fair,neg,best,low,poor,0.2,fair,1.14,poor,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),poor,neg,best,high (>= 2),poor,1.89,best,medium (1-2),poor,1.93,fair,1.89,good,high  (>= 80),good,high  (>= 80),good,low (<= 50),good,low (<= 50),best,neg,best,high (>= 150 ug/ml),best,
259,A06B09,A06,B09,5.3,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(cc1)c2ccccc2N(=O)=O)C(=O)O,12,23,88,,16.26,2.06,3.63,11.98,,0.7,,,,1,0.99,0,0.39,0.19,0.32,0.33,0.39,0.41,0.38,85.91,274.97,273.12,0,Acidic,-1,2,1,CC(=O)NCCCC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2[N+](=O)[O-])cc1)C(=O)[O-],2.03,3.53,3,2.69,449.48,0.11,0.96,CC(NCCCC[C@@H](C(O)=O)NS(c1ccc(c2c([N+]([O-])=O)cccc2)cc1)(=O)=O)=O,10,12,12,2,32,20,6,3,7,3,31,11,10,0,12,2,2,11,1,1.66,low,charges out of test range,formal charge,-0.3,0.73,,,,134.58,275.29,297.79,166.77,0.27,5.36,5.24,,667.02,677.47,0.1,442.85,-1,407.7,360.88,336.82,low (<= 5/50%),best,low (<= 5/50%),fair,low (<= 5/50%),good,low (<= 5/50%),best,low (<= 5/50%),good,medium (3.7-20),poor,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),best,4.13,0.28,no flag,poor,inactive (<= 5),good,weak (<= 5),best,-0.26,fair,neg,good,low,good,0.21,poor,1.11,poor,low (<= 3),poor,no (<= 2),poor,low (<= 3),poor,no (<= 2),fair,neg,best,medium (1-2),poor,1.65,good,medium (1-2),poor,1.61,good,1.65,poor,high  (>= 80),good,high  (>= 80),good,low (<= 50),best,low (<= 50),best,neg,good,high (>= 150 ug/ml),best
